ページ,カラム,科目情報,成績評価
229,LEFT,"科目ナンバー：（BA）ECN316J
ビジネス・エコノミックスＡ〔Ｍ〕 三上真寛
2単位 3年次 春学期","８．成績評価の方法
ウェブ上の課題（40％）、期末のオンライン試験（60％）により評価する。
※対面形式での試験は行わない。"
229,RIGHT,"科目ナンバー：（BA）ECN316J
ビジネス・エコノミックスＢ〔Ｍ〕 三上真寛
2単位 3年次 秋学期","８．成績評価の方法
ウェブ上の課題（40％）、期末のオンライン試験（60％）により評価する。
※対面形式での試験は行わない。"
230,LEFT,"科目ナンバー：（BA）ECN291E
Japanese Economy 永野寛
2単位 1年次 秋学期 駿河台キャンパス","８．成績評価の方法
ContributiontotheCourse(30%);Presentation(30%);FinalEssay(40%)"
231,LEFT,"科目ナンバー：（BA）ECN281J
経済史Ａ 新川徳彦
2単位 1年次 春学期 和泉キャンパス","８．成績評価の方法
小レポート：30％。
期末試験：70％。"
231,RIGHT,"科目ナンバー：（BA）ECN281J
経済史Ｂ 新川徳彦
2単位 1年次 秋学期 和泉キャンパス","８．成績評価の方法
小レポート：30％。
期末試験：70％。"
232,LEFT,"科目ナンバー：（BA）ECN281J
日本経済史Ａ 大島久幸
2単位 1年次 春学期 和泉キャンパス","８．成績評価の方法
毎回の授業の小テスト（50％）と期末の定期試験（50％）"
232,RIGHT,"科目ナンバー：（BA）ECN281J
日本経済史Ｂ 大島久幸
2単位 1年次 秋学期 和泉キャンパス","８．成績評価の方法
毎回の授業の小テスト（50％）と期末のオンライン試験もしく
は定期試験（50%）"
233,LEFT,"科目ナンバー：（BA）MAN281J
経営史Ａ 宮田憲一
2単位 1年次 春学期 和泉キャンパス","８．成績評価の方法
授業内課題（20%），期末試験（80%）により評価する。"
233,RIGHT,"科目ナンバー：（BA）MAN281J
経営史Ｂ 宮田憲一
2単位 1年次 秋学期 和泉キャンパス","８．成績評価の方法
授業内課題（20%），期末試験（80%）により評価する。"
234,LEFT,"科目ナンバー：（BA）MAN351J
経営統計学Ａ 鶴田靖人
2単位 3年次 春学期 駿河台キャンパス","８．成績評価の方法
期末試験（60%）、課題（40%）"
234,RIGHT,"科目ナンバー：（BA）MAN351J
経営統計学Ｂ 鶴田靖人
2単位 3年次 春学期 駿河台キャンパス","８．成績評価の方法
期末試験（60%）、課題（40%）"
235,LEFT,"科目ナンバー：（BA）MAN251J
経営基礎数学Ａ 高澤陽太朗
2単位 1年次 春学期 和泉キャンパス","８．成績評価の方法
小レポート50%，演習・最終発表50%
4回以上の欠席は成績評価対象外になります。"
235,RIGHT,"科目ナンバー：（BA）MAN251J
経営基礎数学Ｂ 高澤陽太朗
2単位 1年次 秋学期 和泉キャンパス","８．成績評価の方法
小レポート50%，講義内の発表50%
4回以上の欠席者は成績評価対象外になります。"
236,LEFT,"科目ナンバー：（BA）SOC291J
社会調査法 下村恭広
2単位 1年次 秋学期 和泉キャンパス","８．成績評価の方法
授業内課題20％,中間試験40％,期末試験40％で評価します。"
237,LEFT,"科目ナンバー：（BA）MAN396J
経営社会学〔Ｍ〕 山下充
2単位 3年次 春学期","８．成績評価の方法
毎回２題程度出題する理解度確認テスト（1問2点で半期合計48点）と，毎回の授業内容
に関する記述式課題（13回分を52点換算）としますので，この授業は定期試験はおこない
ません。【なお，Oh-o!Meijiのテスト機能などを通して，テスト・記述課題の方式を授業開
始までに変更することがあります。シラバスの補足，授業ノートを確認して下さい。定期試
験をおこなわないことについては，変更はありません。】"
237,RIGHT,"科目ナンバー：（BA）MAN396J
経営社会学〔Ｍ〕 山下充
2単位 3年次 秋学期","８．成績評価の方法
毎回２題程度出題する理解度確認テスト（1問2点で半期合計48点）と，毎回の授業
内容に関する記述式課題（13回分を52点換算）としますので，この授業は定期試験は
おこないません。【なお，Oh-o!Meijiのテスト機能などを通して，テスト・記述課題の
方式を授業開始までに変更することがあります。Oh-o!Meijiの初回授業を確認してく
ださい。定期試験をおこなわないことについては，変更はありません。】"
238,LEFT,"科目ナンバー：（BA）MAN236J
経営心理学〔Ｍ〕 中西晶
2単位 2年次 春学期","８．成績評価の方法
毎回の授業に応じたワークの成果（Oh-O!Meijiのアンケート機能を
使用予定）各回5点×13回＝65点
最終回での全体の理解度確認テスト（Oh-O!Meijiの小テスト機能を
使用予定）35点
合計100点満点で評価する。"
239,LEFT,"科目ナンバー：（BA）MAN331J
産業生理学Ａ 一之瀬真志
2単位 3年次 春学期 駿河台キャンパス","８．成績評価の方法
平常点（20％）と期末試験（80％）により評価します。"
239,RIGHT,"科目ナンバー：（BA）MAN331J
産業生理学Ｂ 一之瀬真志
2単位 3年次 秋学期 駿河台キャンパス","８．成績評価の方法
平常点（20％）と期末試験（80％）により評価します。"
240,LEFT,"科目ナンバー：（BA）MAN391J
経営と環境Ａ 松野裕
2単位 3年次 春学期 駿河台キャンパス","８．成績評価の方法
・成績は、出席点（14点）とレポート点（42点）、期末試験点（44
点）の合計により評価する。
・出席点は授業で質問用紙に質問を記入することで授業１回につき
１点が与えられる（大幅な遅刻は0.5点）。ただし、就職活動（イ
ンターンを含む）や体育会の試合、病気や怪我など、やむを得な
い理由で欠席する場合、それを証明する書類を写真に撮るなどし
て提出すれば不利にならぬように配慮する（クラスウエブを通じ
てファイルで提出すること。）。授業動画は対面授業終了後に履修
者全員に対し公開され、欠席者も見ることができる。
・レポート点は各授業のレポートを翌週水曜午後11時までに提出し
た場合、１回につき３点が与えられる。上記期限以降に提出した
場合は2.4点が与えられる。
・レ ポートはワード等で作成したものを、クラスウェブを通じてフ
ァイルで提出すること。（昨季まで要求していた「手書き」は不要。）
・レポートは、授業の内容に対する感想・意見・考察を300字以上、
書くこと。（昨季まで要求していた「授業の内容のまとめ300字
以上」は不要。）
・レポートの字数を学生本人が数え、レポートに記入すること。"
240,RIGHT,"科目ナンバー：（BA）MAN391J
経営と環境Ｂ 松野裕
2単位 3年次 秋学期 駿河台キャンパス","８．成績評価の方法
・成績は、出席点（14点）とレポート点（42点）、期末試験点（44
点）の合計により評価する。
・出席点は授業で質問用紙に質問を記入することで授業１回につき
１点が与えられる（大幅な遅刻は0.5点）。ただし、就職活動（イ
ンターンを含む）や体育会の試合、病気や怪我など、やむを得な
い理由で欠席する場合、それを証明する書類を写真に撮るなどし
て提出すれば不利にならぬように配慮する（クラスウエブを通じ
てファイルで提出すること。）。授業動画は対面授業終了後に履修
者全員に対し公開され、欠席者も見ることができる。
・レポート点は各授業のレポートを翌週水曜午後11時までに提出し
た場合、１回につき３点が与えられる。上記期限以降に提出した
場合は2.4点が与えられる。
・レ ポートはワード等で作成したものを、クラスウェブを通じてフ
ァイルで提出すること。（昨季まで要求していた「手書き」は不要。）
・レポートは、授業の内容に対する感想・意見・考察を300字以上、
書くこと。（昨季まで要求していた「授業の内容のまとめ300字
以上」は不要。）
・レポートの字数を学生本人が数え、レポートに記入すること。"
241,LEFT,"科目ナンバー：（BA）GEO311J
経済地理学Ａ 中澤高志
2単位 3年次 春学期 駿河台キャンパス","８．成績評価の方法
レポート3回（400～800字程度）×20点＋定期試験もしくは最終レポート40点。"
241,RIGHT,"科目ナンバー：（BA）GEO311J
経済地理学Ｂ 中澤高志
2単位 3年次 秋学期 駿河台キャンパス","８．成績評価の方法
レポート3回（800字程度）×20点＋最終レポート40点。"
242,LEFT,"科目ナンバー：（BA）MAN371J
企業の社会的責任論 高巖
2単位 3年次 秋学期 駿河台キャンパス","８．成績評価の方法
評価は以下の2点を合計して行う。
レポートの点数（50点）と出席点（50点）。
レポートの点数に関しては、最初のオリエンテーションで詳しく解
説する。"
243,LEFT,"科目ナンバー：（BA）CMM212J
マーケティング基礎論 唐澤龍也
2単位 2年次 春学期 和泉キャンパス","８．成績評価の方法
本講義は以下の(1)・(2)を総合的に評価する。
⑴リアクション・ペーパー（5回程度実施する予定）
Oh-Meijiを使ってリアクション・ペーパーを提出する。
翌週の授業までに各個人へフィードバック（採点）をして返却する
⑵期末レポート
授業への参加度および理解度を示すリアクション・ペーパー50％、期末レポート50％"
